id_fornecedor,nome,segmento,estado,interesse_declarado,data_acesso,hora,tela_acessada,tempo_segundos,buscou,clicou_oportunidade,iniciou_proposta,abandonou_proposta,enviou_proposta,engajamento,interesse_real
FORN031,Empresa Beta,Logística,RS,Oportunidades,2026-09-09,08:26,Minha Área de Interesse,450,Equipamentos,Sim,Sim,Sim,Não,Em risco,Oportunidades
FORN031,Empresa Beta,Logística,RS,Oportunidades,2026-09-09,14:34,Propostas,349,Manutenção,Não,Sim,Não,Não,Inativo,Oportunidades
FORN031,Empresa Beta,Logística,RS,Oportunidades,2026-09-14,18:01,Home,557,FPSO,Não,Não,Não,Não,Inativo,Oportunidades
FORN031,Empresa Beta,Logística,RS,Oportunidades,2026-09-13,18:58,Home,42,FPSO,Sim,Não,Não,Não,Inativo,Oportunidades
FORN031,Empresa Beta,Logística,RS,Oportunidades,2026-09-14,14:35,Minha Área de Interesse,65,Engenharia,Sim,Não,Não,Não,Inativo,Oportunidades
FORN031,Empresa Beta,Logística,RS,Oportunidades,2026-09-14,14:06,Home,441,FPSO,Sim,Sim,Não,Não,Inativo,Oportunidades
FORN031,Empresa Beta,Logística,RS,Oportunidades,2026-09-14,12:33,Oportunidades,26,Manutenção,Sim,Não,Não,Não,Inativo,Oportunidades
FORN032,Empresa Alpha,Logística,RS,Oportunidades,2026-09-15,08:26,Treinamentos,511,Nenhuma,Sim,Não,Não,Não,Inativo,Nenhum
FORN032,Empresa Alpha,Logística,RS,Oportunidades,2026-09-15,08:13,Home,256,Engenharia,Não,Sim,Não,Não,Inativo,Oportunidades
FORN032,Empresa Alpha,Logística,RS,Oportunidades,2026-09-12,15:40,Home,154,Manutenção,Não,Sim,Não,Não,Inativo,Oportunidades
FORN032,Empresa Alpha,Logística,RS,Oportunidades,2026-09-13,18:41,Minha Área de Interesse,403,Equipamentos,Sim,Não,Não,Não,Inativo,Oportunidades
FORN032,Empresa Alpha,Logística,RS,Oportunidades,2026-09-14,12:29,Oportunidades,555,Engenharia,Não,Sim,Não,Sim,Engajado,Oportunidades
FORN032,Empresa Alpha,Logística,RS,Oportunidades,2026-09-15,13:15,Propostas,451,Nenhuma,Não,Sim,Não,Sim,Engajado,Nenhum
FORN033,Empresa Beta,Tecnologia,BA,Leilões,2026-09-15,11:33,Minha Área de Interesse,118,Equipamentos,Não,Não,Não,Não,Inativo,Oportunidades
FORN033,Empresa Beta,Tecnologia,BA,Leilões,2026-09-07,10:58,Treinamentos,422,Manutenção,Não,Sim,Sim,Não,Em risco,Oportunidades
FORN033,Empresa Beta,Tecnologia,BA,Leilões,2026-09-14,09:37,Home,190,Equipamentos,Sim,Não,Não,Não,Inativo,Oportunidades
FORN033,Empresa Beta,Tecnologia,BA,Leilões,2026-09-10,18:59,Home,71,Manutenção,Sim,Não,Não,Não,Inativo,Oportunidades
FORN033,Empresa Beta,Tecnologia,BA,Leilões,2026-09-12,14:40,Home,217,Equipamentos,Não,Não,Não,Não,Inativo,Oportunidades
FORN033,Empresa Beta,Tecnologia,BA,Leilões,2026-09-10,18:31,Minha Área de Interesse,491,Engenharia,Sim,Não,Não,Não,Inativo,Oportunidades
FORN033,Empresa Beta,Tecnologia,BA,Leilões,2026-09-11,14:27,Propostas,173,FPSO,Não,Sim,Não,Não,Inativo,Oportunidades
FORN033,Empresa Beta,Tecnologia,BA,Leilões,2026-09-05,17:07,Propostas,60,Nenhuma,Sim,Não,Não,Não,Inativo,Nenhum
FORN034,Empresa Delta,Engenharia,BA,Licitações,2026-08-25,13:39,Home,537,FPSO,Não,Sim,Sim,Não,Em risco,Oportunidades
FORN035,Empresa Beta,Serviços,BA,Leilões,2026-09-12,11:55,Home,69,Equipamentos,Não,Sim,Sim,Não,Em risco,Oportunidades
FORN035,Empresa Beta,Serviços,BA,Leilões,2026-09-14,14:28,Minha Área de Interesse,495,Engenharia,Não,Não,Não,Não,Inativo,Oportunidades
FORN035,Empresa Beta,Serviços,BA,Leilões,2026-09-14,09:47,Oportunidades,319,Engenharia,Não,Não,Não,Não,Inativo,Oportunidades
FORN035,Empresa Beta,Serviços,BA,Leilões,2026-09-14,16:47,Treinamentos,460,Nenhuma,Não,Sim,Não,Sim,Engajado,Nenhum
FORN035,Empresa Beta,Serviços,BA,Leilões,2026-09-14,13:48,Propostas,204,Equipamentos,Sim,Sim,Não,Não,Inativo,Oportunidades
FORN036,Empresa Gamma,Engenharia,MG,Licitações,2026-09-15,08:41,Propostas,104,FPSO,Não,Não,Não,Não,Inativo,Oportunidades
FORN036,Empresa Gamma,Engenharia,MG,Licitações,2026-09-05,15:36,Propostas,515,Manutenção,Não,Sim,Não,Sim,Engajado,Oportunidades
FORN036,Empresa Gamma,Engenharia,MG,Licitações,2026-09-15,11:00,Propostas,231,Equipamentos,Sim,Não,Não,Não,Inativo,Oportunidades
FORN036,Empresa Gamma,Engenharia,MG,Licitações,2026-09-08,09:14,Propostas,71,Nenhuma,Não,Sim,Não,Sim,Engajado,Nenhum
FORN036,Empresa Gamma,Engenharia,MG,Licitações,2026-09-13,11:45,Oportunidades,531,FPSO,Sim,Não,Não,Não,Inativo,Oportunidades
FORN036,Empresa Gamma,Engenharia,MG,Licitações,2026-09-09,14:03,Treinamentos,446,FPSO,Sim,Não,Não,Não,Inativo,Oportunidades
FORN037,Empresa Beta,Construção,RJ,Leilões,2026-08-19,18:31,Propostas,239,FPSO,Sim,Sim,Não,Não,Inativo,Oportunidades
FORN037,Empresa Beta,Construção,RJ,Leilões,2026-09-12,08:59,Treinamentos,238,Manutenção,Não,Não,Não,Não,Inativo,Oportunidades
FORN037,Empresa Beta,Construção,RJ,Leilões,2026-08-31,17:44,Home,284,FPSO,Sim,Não,Não,Não,Inativo,Oportunidades
FORN038,Empresa Alpha,Tecnologia,RS,Licitações,2026-09-14,10:28,Oportunidades,171,Equipamentos,Sim,Sim,Não,Sim,Engajado,Oportunidades
FORN038,Empresa Alpha,Tecnologia,RS,Licitações,2026-09-15,18:29,Treinamentos,159,Manutenção,Sim,Sim,Sim,Não,Em risco,Oportunidades
FORN038,Empresa Alpha,Tecnologia,RS,Licitações,2026-09-14,13:12,Minha Área de Interesse,488,Equipamentos,Não,Sim,Sim,Não,Em risco,Oportunidades
FORN038,Empresa Alpha,Tecnologia,RS,Licitações,2026-09-13,15:56,Home,218,Manutenção,Sim,Sim,Sim,Não,Em risco,Oportunidades
FORN038,Empresa Alpha,Tecnologia,RS,Licitações,2026-09-12,11:18,Oportunidades,423,Nenhuma,Sim,Não,Não,Não,Inativo,Nenhum
FORN038,Empresa Alpha,Tecnologia,RS,Licitações,2026-09-15,17:00,Minha Área de Interesse,377,Engenharia,Sim,Não,Não,Não,Inativo,Oportunidades
FORN039,Empresa Omega,Construção,SP,Leilões,2026-09-11,13:11,Treinamentos,350,Nenhuma,Sim,Não,Não,Não,Inativo,Nenhum
FORN039,Empresa Omega,Construção,SP,Leilões,2026-09-13,13:46,Minha Área de Interesse,237,Equipamentos,Não,Sim,Não,Não,Inativo,Oportunidades
FORN039,Empresa Omega,Construção,SP,Leilões,2026-09-08,11:45,Minha Área de Interesse,216,Engenharia,Não,Sim,Não,Não,Inativo,Oportunidades
FORN039,Empresa Omega,Construção,SP,Leilões,2026-09-14,11:58,Home,430,Manutenção,Não,Não,Não,Não,Inativo,Oportunidades
FORN039,Empresa Omega,Construção,SP,Leilões,2026-09-10,13:07,Home,446,Manutenção,Sim,Sim,Não,Sim,Engajado,Oportunidades
FORN039,Empresa Omega,Construção,SP,Leilões,2026-09-09,10:52,Treinamentos,534,FPSO,Não,Sim,Sim,Não,Em risco,Oportunidades
FORN039,Empresa Omega,Construção,SP,Leilões,2026-09-10,12:32,Treinamentos,558,FPSO,Não,Sim,Sim,Não,Em risco,Oportunidades
FORN039,Empresa Omega,Construção,SP,Leilões,2026-09-09,11:01,Oportunidades,425,Nenhuma,Não,Não,Não,Não,Inativo,Nenhum
FORN039,Empresa Omega,Construção,SP,Leilões,2026-09-11,15:01,Propostas,188,FPSO,Não,Sim,Não,Sim,Engajado,Oportunidades
FORN040,Empresa Omega,Logística,BA,Cadastro Petrobras,2026-09-10,10:40,Oportunidades,583,Nenhuma,Sim,Não,Não,Não,Inativo,Nenhum
FORN040,Empresa Omega,Logística,BA,Cadastro Petrobras,2026-09-13,08:30,Oportunidades,222,Nenhuma,Não,Sim,Não,Sim,Engajado,Nenhum
FORN040,Empresa Omega,Logística,BA,Cadastro Petrobras,2026-09-15,08:11,Minha Área de Interesse,540,Equipamentos,Não,Não,Não,Não,Inativo,Oportunidades
FORN040,Empresa Omega,Logística,BA,Cadastro Petrobras,2026-09-12,14:05,Treinamentos,356,Equipamentos,Não,Sim,Não,Sim,Engajado,Oportunidades
FORN040,Empresa Omega,Logística,BA,Cadastro Petrobras,2026-09-11,09:30,Oportunidades,266,Nenhuma,Sim,Não,Não,Não,Inativo,Nenhum
FORN040,Empresa Omega,Logística,BA,Cadastro Petrobras,2026-09-13,14:51,Home,267,FPSO,Não,Sim,Não,Sim,Engajado,Oportunidades
FORN040,Empresa Omega,Logística,BA,Cadastro Petrobras,2026-09-15,15:25,Oportunidades,281,Engenharia,Não,Sim,Sim,Não,Em risco,Oportunidades
FORN041,Empresa Delta,Serviços,MG,Oportunidades,2026-09-09,18:05,Propostas,20,Engenharia,Não,Sim,Não,Não,Inativo,Oportunidades
FORN041,Empresa Delta,Serviços,MG,Oportunidades,2026-09-09,17:28,Minha Área de Interesse,348,Engenharia,Sim,Sim,Não,Sim,Engajado,Oportunidades
FORN041,Empresa Delta,Serviços,MG,Oportunidades,2026-09-09,12:59,Minha Área de Interesse,88,Engenharia,Não,Sim,Não,Sim,Engajado,Oportunidades
FORN041,Empresa Delta,Serviços,MG,Oportunidades,2026-09-13,17:32,Minha Área de Interesse,470,Manutenção,Sim,Sim,Não,Não,Inativo,Oportunidades
FORN041,Empresa Delta,Serviços,MG,Oportunidades,2026-09-10,14:06,Home,103,Equipamentos,Não,Sim,Sim,Não,Em risco,Oportunidades
FORN041,Empresa Delta,Serviços,MG,Oportunidades,2026-09-06,12:32,Oportunidades,296,Engenharia,Sim,Sim,Não,Não,Inativo,Oportunidades
FORN041,Empresa Delta,Serviços,MG,Oportunidades,2026-09-08,17:21,Minha Área de Interesse,106,Equipamentos,Não,Não,Não,Não,Inativo,Oportunidades
FORN041,Empresa Delta,Serviços,MG,Oportunidades,2026-09-15,16:37,Treinamentos,295,Nenhuma,Não,Sim,Não,Sim,Engajado,Nenhum
FORN042,Empresa Delta,Logística,MG,Licitações,2026-09-11,17:22,Propostas,341,Nenhuma,Sim,Não,Não,Não,Inativo,Nenhum
FORN042,Empresa Delta,Logística,MG,Licitações,2026-09-14,12:35,Treinamentos,84,Manutenção,Não,Não,Não,Não,Inativo,Oportunidades
FORN042,Empresa Delta,Logística,MG,Licitações,2026-09-08,12:19,Treinamentos,388,Equipamentos,Sim,Não,Não,Não,Inativo,Oportunidades
FORN042,Empresa Delta,Logística,MG,Licitações,2026-09-15,15:41,Treinamentos,76,Equipamentos,Sim,Sim,Não,Sim,Engajado,Oportunidades
FORN042,Empresa Delta,Logística,MG,Licitações,2026-09-12,11:52,Home,564,Manutenção,Não,Não,Não,Não,Inativo,Oportunidades
FORN042,Empresa Delta,Logística,MG,Licitações,2026-09-12,11:23,Home,563,Nenhuma,Sim,Sim,Não,Não,Inativo,Nenhum
FORN042,Empresa Delta,Logística,MG,Licitações,2026-09-10,13:13,Minha Área de Interesse,380,Nenhuma,Não,Não,Não,Não,Inativo,Nenhum
FORN042,Empresa Delta,Logística,MG,Licitações,2026-09-12,13:23,Home,118,Manutenção,Não,Não,Não,Não,Inativo,Oportunidades
FORN042,Empresa Delta,Logística,MG,Licitações,2026-09-09,10:03,Treinamentos,276,Manutenção,Não,Não,Não,Não,Inativo,Oportunidades
FORN043,Empresa Gamma,Serviços,BA,Cadastro Petrobras,2026-09-12,15:07,Oportunidades,216,Engenharia,Sim,Não,Não,Não,Inativo,Oportunidades
FORN043,Empresa Gamma,Serviços,BA,Cadastro Petrobras,2026-09-14,11:25,Treinamentos,40,Equipamentos,Não,Sim,Sim,Não,Em risco,Oportunidades
FORN043,Empresa Gamma,Serviços,BA,Cadastro Petrobras,2026-09-12,13:19,Treinamentos,96,Nenhuma,Sim,Sim,Não,Não,Inativo,Nenhum
FORN043,Empresa Gamma,Serviços,BA,Cadastro Petrobras,2026-09-15,14:48,Minha Área de Interesse,301,FPSO,Sim,Sim,Não,Não,Inativo,Oportunidades
FORN044,Empresa Alpha,Logística,MG,Oportunidades,2026-09-15,18:09,Oportunidades,378,Engenharia,Sim,Não,Não,Não,Inativo,Oportunidades
FORN044,Empresa Alpha,Logística,MG,Oportunidades,2026-09-12,11:52,Home,383,Equipamentos,Não,Não,Não,Não,Inativo,Oportunidades
FORN044,Empresa Alpha,Logística,MG,Oportunidades,2026-09-12,10:50,Minha Área de Interesse,388,Nenhuma,Não,Sim,Sim,Não,Em risco,Nenhum
FORN044,Empresa Alpha,Logística,MG,Oportunidades,2026-09-12,13:17,Minha Área de Interesse,23,Equipamentos,Sim,Sim,Sim,Não,Em risco,Oportunidades
FORN044,Empresa Alpha,Logística,MG,Oportunidades,2026-09-13,10:09,Propostas,83,Engenharia,Sim,Não,Não,Não,Inativo,Oportunidades
FORN045,Empresa Omega,Logística,BA,Leilões,2026-09-15,12:09,Oportunidades,577,FPSO,Não,Não,Não,Não,Inativo,Oportunidades
FORN045,Empresa Omega,Logística,BA,Leilões,2026-09-14,12:40,Propostas,106,FPSO,Não,Não,Não,Não,Inativo,Oportunidades
FORN045,Empresa Omega,Logística,BA,Leilões,2026-09-12,10:42,Minha Área de Interesse,443,Nenhuma,Sim,Não,Não,Não,Inativo,Nenhum
FORN045,Empresa Omega,Logística,BA,Leilões,2026-09-13,14:46,Home,416,Engenharia,Não,Não,Não,Não,Inativo,Oportunidades
FORN045,Empresa Omega,Logística,BA,Leilões,2026-09-14,17:54,Treinamentos,520,Equipamentos,Não,Não,Não,Não,Inativo,Oportunidades
FORN045,Empresa Omega,Logística,BA,Leilões,2026-09-13,12:34,Treinamentos,253,Manutenção,Não,Sim,Não,Não,Inativo,Oportunidades
FORN045,Empresa Omega,Logística,BA,Leilões,2026-09-15,10:09,Oportunidades,256,Nenhuma,Sim,Sim,Não,Não,Inativo,Nenhum
FORN046,Empresa Beta,Tecnologia,MG,Licitações,2026-09-09,18:23,Minha Área de Interesse,34,Nenhuma,Não,Sim,Sim,Não,Em risco,Nenhum
FORN046,Empresa Beta,Tecnologia,MG,Licitações,2026-09-12,15:07,Oportunidades,227,Engenharia,Não,Sim,Não,Não,Inativo,Oportunidades
FORN046,Empresa Beta,Tecnologia,MG,Licitações,2026-09-12,17:09,Home,483,Manutenção,Não,Não,Não,Não,Inativo,Oportunidades
FORN046,Empresa Beta,Tecnologia,MG,Licitações,2026-09-09,14:48,Minha Área de Interesse,476,Nenhuma,Não,Sim,Sim,Não,Em risco,Nenhum
FORN046,Empresa Beta,Tecnologia,MG,Licitações,2026-09-15,16:46,Propostas,459,Engenharia,Não,Não,Não,Não,Inativo,Oportunidades
FORN046,Empresa Beta,Tecnologia,MG,Licitações,2026-09-09,14:41,Treinamentos,313,Engenharia,Não,Não,Não,Não,Inativo,Oportunidades
FORN046,Empresa Beta,Tecnologia,MG,Licitações,2026-09-08,17:52,Minha Área de Interesse,412,FPSO,Sim,Sim,Não,Sim,Engajado,Oportunidades
FORN046,Empresa Beta,Tecnologia,MG,Licitações,2026-09-13,13:37,Treinamentos,354,Nenhuma,Sim,Não,Não,Não,Inativo,Nenhum
FORN046,Empresa Beta,Tecnologia,MG,Licitações,2026-09-12,15:19,Home,375,Engenharia,Sim,Não,Não,Não,Inativo,Oportunidades
FORN046,Empresa Beta,Tecnologia,MG,Licitações,2026-09-14,10:04,Minha Área de Interesse,471,Equipamentos,Não,Sim,Não,Sim,Engajado,Oportunidades
FORN046,Empresa Beta,Tecnologia,MG,Licitações,2026-09-08,08:07,Oportunidades,56,Equipamentos,Sim,Sim,Sim,Não,Em risco,Oportunidades
FORN046,Empresa Beta,Tecnologia,MG,Licitações,2026-09-10,13:14,Propostas,101,Engenharia,Não,Sim,Sim,Não,Em risco,Oportunidades
FORN047,Empresa Omega,Engenharia,RJ,Licitações,2026-08-28,11:04,Home,327,Nenhuma,Sim,Não,Não,Não,Inativo,Nenhum
FORN048,Empresa Beta,Logística,RS,Cadastro Petrobras,2026-09-07,09:14,Home,235,Engenharia,Sim,Não,Não,Não,Inativo,Oportunidades
FORN048,Empresa Beta,Logística,RS,Cadastro Petrobras,2026-09-14,08:19,Home,90,Manutenção,Sim,Sim,Não,Sim,Engajado,Oportunidades
FORN048,Empresa Beta,Logística,RS,Cadastro Petrobras,2026-09-12,11:54,Propostas,332,Equipamentos,Não,Não,Não,Não,Inativo,Oportunidades
FORN048,Empresa Beta,Logística,RS,Cadastro Petrobras,2026-09-06,18:16,Treinamentos,309,Manutenção,Sim,Não,Não,Não,Inativo,Oportunidades
FORN048,Empresa Beta,Logística,RS,Cadastro Petrobras,2026-09-14,14:57,Home,490,FPSO,Não,Sim,Não,Não,Inativo,Oportunidades
FORN049,Empresa Delta,Engenharia,MG,Leilões,2026-09-09,12:02,Treinamentos,370,Engenharia,Sim,Não,Não,Não,Inativo,Oportunidades
FORN050,Empresa Beta,Serviços,RJ,Oportunidades,2026-09-15,16:24,Minha Área de Interesse,207,Engenharia,Sim,Não,Não,Não,Inativo,Oportunidades
FORN050,Empresa Beta,Serviços,RJ,Oportunidades,2026-09-12,14:53,Oportunidades,287,FPSO,Não,Sim,Não,Sim,Engajado,Oportunidades
FORN050,Empresa Beta,Serviços,RJ,Oportunidades,2026-09-10,18:37,Minha Área de Interesse,489,Nenhuma,Não,Não,Não,Não,Inativo,Nenhum
FORN050,Empresa Beta,Serviços,RJ,Oportunidades,2026-09-09,10:13,Minha Área de Interesse,318,Manutenção,Sim,Não,Não,Não,Inativo,Oportunidades
FORN050,Empresa Beta,Serviços,RJ,Oportunidades,2026-09-12,10:01,Minha Área de Interesse,369,Nenhuma,Sim,Não,Não,Não,Inativo,Nenhum
FORN050,Empresa Beta,Serviços,RJ,Oportunidades,2026-09-11,11:39,Treinamentos,301,Manutenção,Sim,Não,Não,Não,Inativo,Oportunidades
FORN050,Empresa Beta,Serviços,RJ,Oportunidades,2026-09-09,14:52,Oportunidades,204,Engenharia,Não,Não,Não,Não,Inativo,Oportunidades
FORN050,Empresa Beta,Serviços,RJ,Oportunidades,2026-09-09,10:46,Oportunidades,572,Manutenção,Não,Sim,Não,Não,Inativo,Oportunidades
FORN050,Empresa Beta,Serviços,RJ,Oportunidades,2026-09-10,10:07,Minha Área de Interesse,408,Engenharia,Não,Sim,Não,Sim,Engajado,Oportunidades
